"ID","Gene.title","Gene.symbol","Gene.ID","Nucleotide.Title","GI","GenBank.Accession","Chromosome.location","Chromosome.annotation","GO.Function","GO.Process","GO.Component","GO.Function.ID","GO.Process.ID","GO.Component.ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"NM_019903_at","adducin 3 (gamma)","ADD3","120","Homo sapiens adducin 3 (gamma) (ADD3), transcript variant 2, mRNA","62912454","NM_019903","10q25.2","Chromosome 10, NC_000010.10 (111765726..111895323)","actin binding///calmodulin binding///structural constituent of cytoskeleton","","cell cortex///cell-cell junction///condensed nuclear chromosome///cytoskeleton///membrane///plasma membrane","GO:0003779///GO:0005516///GO:0005200","","GO:0005938///GO:0005911///GO:0000794///GO:0005856///GO:0016020///GO:0005886",0.30821025401103,9.54004924354,2.64155183603605,0.0110466442303065,0.703276429608141,-2.7454375408761
"NM_003489_at","nuclear receptor interacting protein 1","NRIP1","8204","Homo sapiens nuclear receptor interacting protein 1 (NRIP1), mRNA","212274353","NM_003489","21q11.2","Chromosome 21, NC_000021.8 (16333556..16437126, complement)","androgen receptor binding///estrogen receptor binding///glucocorticoid receptor binding///histone deacetylase binding///nuclear hormone receptor binding///protein binding///retinoid X receptor binding///transcription coactivator activity///transcription coactivator activity///transcription corepressor activity","androgen receptor signaling pathway///lipid storage///negative regulation of transcription from RNA polymerase II promoter///ovarian follicle rupture///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription, DNA-dependent///transcription, DNA-dependent","histone deacetylase complex///nucleus","GO:0050681///GO:0030331///GO:0035259///GO:0042826///GO:0035257///GO:0005515///GO:0046965///GO:0003713///GO:0003713///GO:0003714","GO:0030521///GO:0019915///GO:0000122///GO:0001543///GO:0045944///GO:0045893///GO:0006351","GO:0000118///GO:0005634",0.329696624463233,8.75828079626,2.63784190391687,0.0111527014073531,0.704338715619324,-2.7529073244498
"NM_015205_at","ATPase, class VI, type 11A","ATP11A","23250","Homo sapiens ATPase, class VI, type 11A (ATP11A), transcript variant 1, mRNA","150421683","NM_015205","13q34","Chromosome 13, NC_000013.10 (113344643..113541482)","ATP binding///cation-transporting ATPase activity///magnesium ion binding///phospholipid-translocating ATPase activity///protein binding","phospholipid translocation","early endosome///endoplasmic reticulum///integral to membrane///plasma membrane///recycling endosome","GO:0005524///GO:0019829///GO:0000287///GO:0004012///GO:0005515","GO:0045332","GO:0005769///GO:0005783///GO:0016021///GO:0005886///GO:0055037",0.279125248268382,4.19438860526,2.62973656378142,0.0113876618639786,0.704338715619324,-2.76920094015798
"NM_032189_at","ATPase, class VI, type 11A","ATP11A","23250","Homo sapiens ATPase, class VI, type 11A (ATP11A), transcript variant 2, mRNA","150421680","NM_032189","13q34","Chromosome 13, NC_000013.10 (113344643..113541482)","ATP binding///cation-transporting ATPase activity///magnesium ion binding///phospholipid-translocating ATPase activity///protein binding","phospholipid translocation","early endosome///endoplasmic reticulum///integral to membrane///plasma membrane///recycling endosome","GO:0005524///GO:0019829///GO:0000287///GO:0004012///GO:0005515","GO:0045332","GO:0005769///GO:0005783///GO:0016021///GO:0005886///GO:0055037",0.279125248268382,4.19438860526,2.62973656378142,0.0113876618639786,0.704338715619324,-2.76920094015798
"NM_000975_at","ribosomal protein L11","RPL11","6135","Homo sapiens ribosomal protein L11 (RPL11), transcript variant 1, mRNA","315221150","NM_000975","1p36.1-p35","Chromosome 1, NC_000001.10 (24018269..24022915)","RNA binding///protein binding///rRNA binding///structural constituent of ribosome","RNA metabolic process///SRP-dependent cotranslational protein targeting to membrane///cellular protein metabolic process///gene expression///mRNA metabolic process///nuclear-transcribed mRNA catabolic process, nonsense-mediated decay///protein localization to nucleus///protein targeting///rRNA processing///ribosomal large subunit biogenesis///translation///translation///translational elongation///translational initiation///translational termination///viral infectious cycle///viral process///viral transcription","cytosol///cytosolic large ribosomal subunit///nucleolus","GO:0003723///GO:0005515///GO:0019843///GO:0003735","GO:0016070///GO:0006614///GO:0044267///GO:0010467///GO:0016071///GO:0000184///GO:0034504///GO:0006605///GO:0006364///GO:0042273///GO:0006412///GO:0006412///GO:0006414///GO:0006413///GO:0006415///GO:0019058///GO:0016032///GO:0019083","GO:0005829///GO:0022625///GO:0005730",-0.120947442242652,13.5704831324,-2.62877657155931,0.0114157884219693,0.704338715619324,-2.77112836939999
"NM_003026_at","SH3-domain GRB2-like 2","SH3GL2","6456","Homo sapiens SH3-domain GRB2-like 2 (SH3GL2), mRNA","206725435","NM_003026","9p22","Chromosome 9, NC_000009.11 (17578953..17797122)","identical protein binding///lipid binding///protein binding","antigen processing and presentation of exogenous peptide antigen via MHC class II///axon guidance///cellular membrane organization///central nervous system development///epidermal growth factor receptor signaling pathway///negative regulation of epidermal growth factor receptor signaling pathway///neurotrophin TRK receptor signaling pathway///post-Golgi vesicle-mediated transport///regulation of receptor internalization///signal transduction///synaptic vesicle endocytosis","Golgi membrane///clathrin-coated endocytic vesicle membrane///cytoplasm///cytosol///plasma membrane","GO:0042802///GO:0008289///GO:0005515","GO:0019886///GO:0007411///GO:0016044///GO:0007417///GO:0007173///GO:0042059///GO:0048011///GO:0006892///GO:0002090///GO:0007165///GO:0048488","GO:0000139///GO:0030669///GO:0005737///GO:0005829///GO:0005886",-0.292009266948529,2.5051128846,-2.62842721102119,0.0114260400075559,0.704338715619324,-2.77182967464463
"NM_003438_at","","","","","","","","","","","","","","",-0.176584202794118,2.5464468226,-2.62839761428883,0.0114269088766967,0.704338715619324,-2.77188908396308
"NM_003847_at","peroxisomal biogenesis factor 11 alpha","PEX11A","8800","Homo sapiens peroxisomal biogenesis factor 11 alpha (PEX11A), transcript variant 1, mRNA","409971434","NM_003847","15q26.1","Chromosome 15, NC_000015.9 (90226284..90233958, complement)","protein binding///protein homodimerization activity","brown fat cell differentiation///cellular lipid metabolic process///peroxisome fission///peroxisome membrane biogenesis///peroxisome organization///regulation of peroxisome size///signal transduction///small molecule metabolic process","integral to peroxisomal membrane///peroxisomal membrane///peroxisome///protein complex","GO:0005515///GO:0042803","GO:0050873///GO:0044255///GO:0016559///GO:0016557///GO:0007031///GO:0044375///GO:0007165///GO:0044281","GO:0005779///GO:0005778///GO:0005777///GO:0043234",-0.127211970209559,2.65226283632,-2.62630675311405,0.0114884433238535,0.704338715619324,-2.77608484179878
"NM_017760_at","non-SMC condensin II complex, subunit G2","NCAPG2","54892","Homo sapiens non-SMC condensin II complex, subunit G2 (NCAPG2), mRNA","116812585","NM_017760","7q36.3","Chromosome 7, NC_000007.13 (158424003..158497520, complement)","methylated histone residue binding","cell division///chromosome condensation///inner cell mass cell proliferation///mitosis","NOT nucleolus///nucleus","GO:0035064","GO:0051301///GO:0030261///GO:0001833///GO:0007067","NOT GO:0005730///GO:0005634",0.428002164231616,3.30925215024,2.62589096752525,0.011500716047046,0.704338715619324,-2.77691891869721
"NM_014061_at","melanoma antigen family H, 1","MAGEH1","28986","Homo sapiens melanoma antigen family H, 1 (MAGEH1), mRNA","18105051","NM_014061","Xp11.21","Chromosome X, NC_000023.10 (55478538..55479999)","","apoptotic process","cytoplasm","","GO:0006915","GO:0005737",-0.311440109095591,8.16973910794,-2.62453738625073,0.0115407527548228,0.704338715619324,-2.77963358252033
"NM_014700_at","RAB11 family interacting protein 3 (class II)","RAB11FIP3","9727","Homo sapiens RAB11 family interacting protein 3 (class II) (RAB11FIP3), transcript variant 1, mRNA","214010163","NM_014700","16p13.3","Chromosome 16, NC_000016.9 (475668..572481)","ADP-ribosylation factor binding///Rab GTPase binding///Rab GTPase binding///calcium ion binding///protein binding///protein homodimerization activity","cytokinesis///endocytic recycling///vesicle-mediated transport","centrosome///cleavage furrow///endosome///half bridge of spindle pole body///intracellular membrane-bounded organelle///midbody///NOT nucleolus///nucleus///recycling endosome///recycling endosome membrane","GO:0030306///GO:0017137///GO:0017137///GO:0005509///GO:0005515///GO:0042803","GO:0000910///GO:0032456///GO:0016192","GO:0005813///GO:0032154///GO:0005768///GO:0005825///GO:0043231///GO:0030496///NOT GO:0005730///GO:0005634///GO:0055037///GO:0055038",-0.299797806602942,4.66433333476,-2.62416014557549,0.0115519336062211,0.704338715619324,-2.78038997555822
"NM_030917_at","FIP1 like 1 (S. cerevisiae)","FIP1L1","81608","Homo sapiens FIP1 like 1 (S. cerevisiae) (FIP1L1), transcript variant 1, mRNA","201023337","NM_030917","4q12","Chromosome 4, NC_000004.11 (54243820..54326103)","RNA binding","mRNA processing","mRNA cleavage and polyadenylation specificity factor complex///NOT nucleolus///nucleus","GO:0003723","GO:0006397","GO:0005847///NOT GO:0005730///GO:0005634",0.374655174889704,6.2672614503,2.6239224707894,0.0115589830189526,0.704338715619324,-2.78086648950532
"NM_019110_at","zinc finger with KRAB and SCAN domains 4","ZKSCAN4","387032","Homo sapiens zinc finger with KRAB and SCAN domains 4 (ZKSCAN4), mRNA","34147476","NM_019110","6p21","Chromosome 6, NC_000006.11 (28212490..28220002, complement)","DNA binding///metal ion binding///sequence-specific DNA binding transcription factor activity","transcription, DNA-dependent","nucleus","GO:0003677///GO:0046872///GO:0003700","GO:0006351","GO:0005634",-0.288176969496323,3.37719800018,-2.62291057723913,0.0115890397441517,0.704338715619324,-2.78289488728965
"XM_048070_at","zinc finger protein 292","ZNF292","23036","Homo sapiens zinc finger protein 292 (ZNF292), mRNA","150170717","NM_015021","6q14.3","Chromosome 6, NC_000006.11 (87865269..87973406)","DNA binding///RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription///metal ion binding","","nucleus","GO:0003677///GO:0001077///GO:0046872","","GO:0005634",0.28921544872794,7.49489148776,2.62178734001076,0.011622487453656,0.704338715619324,-2.78514582215495
"XM_938563_at","zinc finger protein 292","ZNF292","23036","Homo sapiens zinc finger protein 292 (ZNF292), mRNA","150170717","NM_015021","6q14.3","Chromosome 6, NC_000006.11 (87865269..87973406)","DNA binding///RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription///metal ion binding","","nucleus","GO:0003677///GO:0001077///GO:0046872","","GO:0005634",0.28921544872794,7.49489148776,2.62178734001076,0.011622487453656,0.704338715619324,-2.78514582215495
"NM_014402_at","ubiquinol-cytochrome c reductase, complex III subunit VII, 9.5kDa","UQCRQ","27089","Homo sapiens ubiquinol-cytochrome c reductase, complex III subunit VII, 9.5kDa (UQCRQ), nuclear gene encoding mitochondrial protein, mRNA","98986462","NM_014402","5q31.1","Chromosome 5, NC_000005.9 (132202319..132204536)","ubiquinol-cytochrome-c reductase activity","cellular metabolic process///cerebellar Purkinje cell layer development///hippocampus development///hypothalamus development///midbrain development///pons development///pyramidal neuron development///respiratory electron transport chain///small molecule metabolic process///subthalamus development///thalamus development","mitochondrial inner membrane///respiratory chain","GO:0008121","GO:0044237///GO:0021680///GO:0021766///GO:0021854///GO:0030901///GO:0021548///GO:0021860///GO:0022904///GO:0044281///GO:0021539///GO:0021794","GO:0005743///GO:0070469",-0.281173812941182,10.8527892422,-2.62012162500428,0.0116722515865631,0.704932043592601,-2.78848259232602
"XM_929657_at","","","","","","","","","","","","","","",0.411739873661761,8.89942766634,2.61466780016723,0.0118365538138736,0.708859541346961,-2.79939706355793
"XM_940699_at","","","","","","","","","","","","","","",0.411739873661761,8.89942766634,2.61466780016723,0.0118365538138736,0.708859541346961,-2.79939706355793
"NM_001355_at","D-dopachrome tautomerase","DDT","1652","Homo sapiens D-dopachrome tautomerase (DDT), transcript variant 1, mRNA","145386585","NM_001355","22q11.23","Chromosome 22, NC_000022.10 (24313554..24322019, complement)","D-dopachrome decarboxylase activity///dopachrome isomerase activity","melanin biosynthetic process","cytoplasm","GO:0033981///GO:0004167","GO:0042438","GO:0005737",-0.296815415676471,7.98445689134,-2.61383939710145,0.0118616944514552,0.708859541346961,-2.80105347526438
"NM_017613_at","downstream neighbor of SON","DONSON","29980","Homo sapiens downstream neighbor of SON (DONSON), mRNA","394025698","NM_017613","21q22.1","Chromosome 21, NC_000021.8 (34949857..34961014, complement)","molecular_function","biological_process///multicellular organismal development","cellular_component///nucleus","GO:0003674","GO:0008150///GO:0007275","GO:0005575///GO:0005634",0.469016856382353,5.40223034734,2.61080409774404,0.0119542282361038,0.708859541346961,-2.80711940129942
"NM_005612_at","RE1-silencing transcription factor","REST","5978","Homo sapiens RE1-silencing transcription factor (REST), transcript variant 1, mRNA","301897973","NM_005612","4q12","Chromosome 4, NC_000004.11 (57774042..57802010)","RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription///chromatin binding///core promoter binding///core promoter sequence-specific DNA binding///metal ion binding///outward rectifier potassium channel activity///protein binding///sequence-specific DNA binding transcription factor activity///transcription factor binding///transcription regulatory region DNA binding","cardiac muscle cell myoblast differentiation///cellular response to drug///cellular response to electrical stimulus///cellular response to glucocorticoid stimulus///histone H4 deacetylation///negative regulation by host of viral transcription///negative regulation of aldosterone biosynthetic process///negative regulation of amniotic stem cell differentiation///negative regulation of calcium ion-dependent exocytosis///negative regulation of cell proliferation///negative regulation of cortisol biosynthetic process///negative regulation of dense core granule biogenesis///negative regulation of gene expression///negative regulation of insulin secretion///negative regulation of mesenchymal stem cell differentiation///negative regulation of neurogenesis///negative regulation of neuron differentiation///negative regulation of transcription from RNA polymerase II promoter///negative regulation of transcription from RNA polymerase II promoter///negative regulation of transcription, DNA-dependent///negative regulation of transcription, DNA-dependent///negative regulation of transcription, DNA-dependent///positive regulation of apoptotic process///positive regulation of cysteine-type endopeptidase activity involved in apoptotic process///positive regulation of transcription, DNA-dependent///regulation of transcription, DNA-dependent","cytoplasm///cytosol///NOT nucleolus///nucleus///nucleus///transcriptional repressor complex","GO:0001078///GO:0003682///GO:0001047///GO:0001046///GO:0046872///GO:0015271///GO:0005515///GO:0003700///GO:0008134///GO:0044212","GO:0060379///GO:0035690///GO:0071257///GO:0071385///GO:0070933///GO:0043922///GO:0032348///GO:2000798///GO:0045955///GO:0008285///GO:2000065///GO:2000706///GO:0010629///GO:0046676///GO:2000740///GO:0050768///GO:0045665///GO:0000122///GO:0000122///GO:0045892///GO:0045892///GO:0045892///GO:0043065///GO:0043280///GO:0045893///GO:0006355","GO:0005737///GO:0005829///NOT GO:0005730///GO:0005634///GO:0005634///GO:0017053",-0.253971567812501,2.8795307637,-2.6106403327533,0.0119592394615456,0.708859541346961,-2.80744653492166
"NM_022762_at","required for meiotic nuclear division 5 homolog B (S. cerevisiae)","RMND5B","64777","Homo sapiens required for meiotic nuclear division 5 homolog B (S. cerevisiae) (RMND5B), mRNA","34147687","NM_022762","5q35.3","Chromosome 5, NC_000005.9 (177558028..177575479)","","","","","","",-0.359680043224266,4.85846963592,-2.60879204861197,0.0120159303792672,0.708859541346961,-2.81113760520888
"NM_006353_at","high mobility group nucleosomal binding domain 4","HMGN4","10473","Homo sapiens high mobility group nucleosomal binding domain 4 (HMGN4), mRNA","23238232","NM_006353","6p21.3","Chromosome 6, NC_000006.11 (26538572..26547165)","nucleosomal DNA binding","","chromatin///nucleus","GO:0031492","","GO:0000785///GO:0005634",-0.194500474963235,9.1896892469,-2.60826515233923,0.0120321363546735,0.708859541346961,-2.81218948551111
"NM_206907_at","protein kinase, AMP-activated, alpha 1 catalytic subunit","PRKAA1","5562","Homo sapiens protein kinase, AMP-activated, alpha 1 catalytic subunit (PRKAA1), transcript variant 2, mRNA","94557298","NM_206907","5p12","Chromosome 5, NC_000005.9 (40759481..40798297, complement)","AMP-activated protein kinase activity///ATP binding///[acetyl-CoA carboxylase] kinase activity///[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase activity///cAMP-dependent protein kinase activity///chromatin binding///histone serine kinase activity///kinase binding///metal ion binding///protein C-terminus binding///protein binding///protein kinase activity///tau-protein kinase activity","Wnt receptor signaling pathway///activation of MAPK activity///autophagy///cell cycle arrest///cellular response to ethanol///cellular response to glucose starvation///cellular response to hydrogen peroxide///cellular response to hypoxia///cellular response to nutrient levels///cholesterol biosynthetic process///cold acclimation///fatty acid biosynthetic process///fatty acid homeostasis///fatty acid oxidation///glucose homeostasis///glucose metabolic process///insulin receptor signaling pathway///lipid biosynthetic process///negative regulation of TOR signaling cascade///negative regulation of apoptotic process///negative regulation of glucose import in response to insulin stimulus///negative regulation of glucosylceramide biosynthetic process///negative regulation of lipid catabolic process///positive regulation of autophagy///positive regulation of cell proliferation///positive regulation of cholesterol biosynthetic process///positive regulation of gene expression///positive regulation of glycolysis///protein heterooligomerization///protein phosphorylation///regulation of circadian rhythm///regulation of energy homeostasis///regulation of transcription, DNA-dependent///regulation of vesicle-mediated transport///response to activity///response to caffeine///response to hypoxia///response to stress///rhythmic process///signal transduction///transcription, DNA-dependent","AMP-activated protein kinase complex///apical plasma membrane///cytosol///intracellular///nucleus","GO:0004679///GO:0005524///GO:0050405///GO:0047322///GO:0004691///GO:0003682///GO:0035174///GO:0019900///GO:0046872///GO:0008022///GO:0005515///GO:0004672///GO:0050321","GO:0016055///GO:0000187///GO:0006914///GO:0007050///GO:0071361///GO:0042149///GO:0070301///GO:0071456///GO:0031669///GO:0006695///GO:0009631///GO:0006633///GO:0055089///GO:0019395///GO:0042593///GO:0006006///GO:0008286///GO:0008610///GO:0032007///GO:0043066///GO:2001274///GO:0046318///GO:0050995///GO:0010508///GO:0008284///GO:0045542///GO:0010628///GO:0045821///GO:0051291///GO:0006468///GO:0042752///GO:2000505///GO:0006355///GO:0060627///GO:0014823///GO:0031000///GO:0001666///GO:0006950///GO:0048511///GO:0007165///GO:0006351","GO:0031588///GO:0016324///GO:0005829///GO:0005622///GO:0005634",0.589759196838236,4.8156829756,2.60716132729314,0.0120661519314979,0.708859541346961,-2.8143926332245
"NM_000925_at","pyruvate dehydrogenase (lipoamide) beta","PDHB","5162","Homo sapiens pyruvate dehydrogenase (lipoamide) beta (PDHB), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA","291084856","NM_000925","3p21.1-p14.2","Chromosome 3, NC_000003.11 (58413357..58419579, complement)","pyruvate dehydrogenase (acetyl-transferring) activity///pyruvate dehydrogenase activity","acetyl-CoA biosynthetic process from pyruvate///cellular metabolic process///glucose metabolic process///pyruvate metabolic process///regulation of acetyl-CoA biosynthetic process from pyruvate///small molecule metabolic process///tricarboxylic acid cycle","mitochondrial matrix///pyruvate dehydrogenase complex","GO:0004739///GO:0004738","GO:0006086///GO:0044237///GO:0006006///GO:0006090///GO:0010510///GO:0044281///GO:0006099","GO:0005759///GO:0045254",-0.237876337194855,8.99726228802,-2.6029381127084,0.0121971074722397,0.708859541346961,-2.82281562884643
"NM_005252_at","FBJ murine osteosarcoma viral oncogene homolog","FOS","2353","Homo sapiens FBJ murine osteosarcoma viral oncogene homolog (FOS), mRNA","254750707","NM_005252","14q24.3","Chromosome 14, NC_000014.8 (75745481..75748937)","R-SMAD binding///double-stranded DNA binding///protein binding///sequence-specific DNA binding///sequence-specific DNA binding transcription factor activity///transcription factor binding///transcription regulatory region DNA binding","DNA methylation///Fc-epsilon receptor signaling pathway///MyD88-dependent toll-like receptor signaling pathway///MyD88-independent toll-like receptor signaling pathway///SMAD protein signal transduction///TRIF-dependent toll-like receptor signaling pathway///aging///cellular response to calcium ion///cellular response to extracellular stimulus///cellular response to hormone stimulus///cellular response to reactive oxygen species///conditioned taste aversion///female pregnancy///inflammatory response///innate immune response///nervous system development///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription, DNA-dependent///regulation of sequence-specific DNA binding transcription factor activity///regulation of transcription from RNA polymerase II promoter///response to cAMP///response to cold///response to corticosterone stimulus///response to cytokine stimulus///response to drug///response to gravity///response to light stimulus///response to lipopolysaccharide///response to mechanical stimulus///response to progesterone stimulus///response to toxic substance///skeletal muscle cell differentiation///sleep///stress-activated MAPK cascade///toll-like receptor 10 signaling pathway///toll-like receptor 2 signaling pathway///toll-like receptor 3 signaling pathway///toll-like receptor 4 signaling pathway///toll-like receptor 5 signaling pathway///toll-like receptor 9 signaling pathway///toll-like receptor TLR1:TLR2 signaling pathway///toll-like receptor TLR6:TLR2 signaling pathway///toll-like receptor signaling pathway///transcription from RNA polymerase II promoter///transforming growth factor beta receptor signaling pathway","cytosol///endoplasmic reticulum///membrane///neuron projection///NOT nucleolus///nucleoplasm///nucleus///transcription factor complex","GO:0070412///GO:0003690///GO:0005515///GO:0043565///GO:0003700///GO:0008134///GO:0044212","GO:0006306///GO:0038095///GO:0002755///GO:0002756///GO:0060395///GO:0035666///GO:0007568///GO:0071277///GO:0031668///GO:0032870///GO:0034614///GO:0001661///GO:0007565///GO:0006954///GO:0045087///GO:0007399///GO:0045944///GO:0045893///GO:0051090///GO:0006357///GO:0051591///GO:0009409///GO:0051412///GO:0034097///GO:0042493///GO:0009629///GO:0009416///GO:0032496///GO:0009612///GO:0032570///GO:0009636///GO:0035914///GO:0030431///GO:0051403///GO:0034166///GO:0034134///GO:0034138///GO:0034142///GO:0034146///GO:0034162///GO:0038123///GO:0038124///GO:0002224///GO:0006366///GO:0007179","GO:0005829///GO:0005783///GO:0016020///GO:0043005///NOT GO:0005730///GO:0005654///GO:0005634///GO:0005667",1.04965452705147,10.19502759002,2.60055263531293,0.0122716499443597,0.708859541346961,-2.82756899315671
"NM_016492_at","RAN guanine nucleotide release factor","RANGRF","29098","Homo sapiens RAN guanine nucleotide release factor (RANGRF), transcript variant 1, mRNA","295317375","NM_016492","17p13.1","Chromosome 17, NC_000017.10 (8191969..8193409)","guanyl-nucleotide exchange factor activity///ion channel binding///sodium channel regulator activity","positive regulation of protein localization to cell surface///protein transport///regulation of membrane potential///regulation of sodium ion transmembrane transporter activity","cytoplasm///intercalated disc///nucleus","GO:0005085///GO:0044325///GO:0017080","GO:2000010///GO:0015031///GO:0042391///GO:2000649","GO:0005737///GO:0014704///GO:0005634",-0.259106308588238,7.58212916116,-2.59696234189886,0.0123846254681646,0.708859541346961,-2.83471717217255
"NM_001248_at","ectonucleoside triphosphate diphosphohydrolase 3","ENTPD3","956","Homo sapiens ectonucleoside triphosphate diphosphohydrolase 3 (ENTPD3), mRNA","166197701","NM_001248","3p21.3","Chromosome 3, NC_000003.11 (40428673..40470110)","ATP binding///nucleoside-diphosphatase activity///nucleoside-triphosphatase activity","nucleoside diphosphate catabolic process///nucleoside triphosphate catabolic process","integral to membrane///plasma membrane","GO:0005524///GO:0017110///GO:0017111","GO:0009134///GO:0009143","GO:0016021///GO:0005886",-0.422649237621325,4.49900120848,-2.59658689331268,0.0123964943568421,0.708859541346961,-2.83546426828731
"NM_004738_at","VAMP (vesicle-associated membrane protein)-associated protein B and C","VAPB","9217","Homo sapiens VAMP (vesicle-associated membrane protein)-associated protein B and C (VAPB), transcript variant 1, mRNA","307574672","NM_004738","20q13.33","Chromosome 20, NC_000020.10 (56964175..57026157)","beta-tubulin binding///enzyme binding///protein binding///protein heterodimerization activity///protein homodimerization activity///structural molecule activity","activation of signaling protein activity involved in unfolded protein response///cell death///cellular calcium ion homeostasis///endoplasmic reticulum unfolded protein response///modulation by virus of host morphology or physiology///positive regulation of viral genome replication///small molecule metabolic process///sphingolipid biosynthetic process///sphingolipid metabolic process","Golgi apparatus///endoplasmic reticulum///endoplasmic reticulum membrane///endoplasmic reticulum membrane///integral to membrane","GO:0048487///GO:0019899///GO:0005515///GO:0046982///GO:0042803///GO:0005198","GO:0006987///GO:0008219///GO:0006874///GO:0030968///GO:0019048///GO:0045070///GO:0044281///GO:0030148///GO:0006665","GO:0005794///GO:0005783///GO:0005789///GO:0005789///GO:0016021",-0.127853203422792,4.45326201436,-2.59637223256003,0.0124032849960762,0.708859541346961,-2.83589138148247
"XM_931107_at","","","","","","","","","","","","","","",0.424188377867647,5.2068239567,2.59594609023469,0.0124167757660489,0.708859541346961,-2.83673920659587
"XM_943716_at","","","","","","","","","","","","","","",0.424188377867647,5.2068239567,2.59594609023469,0.0124167757660489,0.708859541346961,-2.83673920659587
"NM_000995_at","ribosomal protein L34","RPL34","6164","Homo sapiens ribosomal protein L34 (RPL34), transcript variant 1, mRNA","78190463","NM_000995","4q25","Chromosome 4, NC_000004.11 (109541722..109551640)","RNA binding///structural constituent of ribosome","RNA metabolic process///SRP-dependent cotranslational protein targeting to membrane///cellular protein metabolic process///gene expression///mRNA metabolic process///nuclear-transcribed mRNA catabolic process, nonsense-mediated decay///translation///translation///translational elongation///translational initiation///translational termination///viral infectious cycle///viral process///viral transcription","cytosol///cytosolic large ribosomal subunit","GO:0003723///GO:0003735","GO:0016070///GO:0006614///GO:0044267///GO:0010467///GO:0016071///GO:0000184///GO:0006412///GO:0006412///GO:0006414///GO:0006413///GO:0006415///GO:0019058///GO:0016032///GO:0019083","GO:0005829///GO:0022625",-0.123077421250006,14.3635550848,-2.59301099098897,0.0125100592608854,0.708859541346961,-2.84257595626669
"NM_033625_at","ribosomal protein L34","RPL34","6164","Homo sapiens ribosomal protein L34 (RPL34), transcript variant 2, mRNA","78190464","NM_033625","4q25","Chromosome 4, NC_000004.11 (109541722..109551640)","RNA binding///structural constituent of ribosome","RNA metabolic process///SRP-dependent cotranslational protein targeting to membrane///cellular protein metabolic process///gene expression///mRNA metabolic process///nuclear-transcribed mRNA catabolic process, nonsense-mediated decay///translation///translation///translational elongation///translational initiation///translational termination///viral infectious cycle///viral process///viral transcription","cytosol///cytosolic large ribosomal subunit","GO:0003723///GO:0003735","GO:0016070///GO:0006614///GO:0044267///GO:0010467///GO:0016071///GO:0000184///GO:0006412///GO:0006412///GO:0006414///GO:0006413///GO:0006415///GO:0019058///GO:0016032///GO:0019083","GO:0005829///GO:0022625",-0.123077421250006,14.3635550848,-2.59301099098897,0.0125100592608854,0.708859541346961,-2.84257595626669
"NM_015215_at","calmodulin binding transcription activator 1","CAMTA1","23261","Homo sapiens calmodulin binding transcription activator 1 (CAMTA1), transcript variant 1, mRNA","307133689","NM_015215","1p36.31-p36.23","Chromosome 1, NC_000001.10 (6845384..7829766)","DNA binding","regulation of transcription, DNA-dependent///transcription, DNA-dependent","cytoplasm///nucleus","GO:0003677","GO:0006355///GO:0006351","GO:0005737///GO:0005634",-0.411655255827206,3.3094863106,-2.59269568097884,0.0125201184147603,0.708859541346961,-2.84320269889022
